City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,nadi,-17.8,177.4167,28.0,69,75,4.12,FJ,1734335534
361,bikenibeu village,1.3673,173.1241,28.98,79,20,3.6,KI,1734335535
362,ujae,8.9322,165.7642,28.06,82,38,10.0,MH,1734335536
363,wynyard,-41.0,145.7167,20.66,83,87,10.28,AU,1734335537
364,rongelap,11.1635,166.8941,27.55,86,99,10.63,MH,1734335538
365,al mindak,20.1588,41.2834,17.21,28,0,2.62,SA,1734335539
366,igarka,67.4667,86.5833,-14.15,86,97,7.14,RU,1734335540
367,labytnangi,66.6572,66.4183,-20.88,92,89,3.04,RU,1734335541
368,east ballina,-28.8667,153.5833,24.32,87,7,6.75,AU,1734335543
369,sault ste. marie,46.5168,-84.3333,3.16,100,100,4.12,CA,1734335544
370,cidreira,-30.1811,-50.2056,19.29,93,74,5.8,BR,1734335545
371,lihue,21.9789,-159.3672,23.77,88,100,4.12,US,1734335546
372,las khorey,11.1595,48.1967,26.38,63,34,7.42,SO,1734335547
373,vorgashor,67.5833,63.95,-19.07,99,94,4.16,RU,1734335548
374,wuyo,10.3852,11.6968,23.76,26,100,2.16,NG,1734335549
375,revda,56.801,59.9303,-5.34,88,100,5.5,RU,1734335550
376,woodland park,40.8898,-74.1949,3.12,92,100,1.54,US,1734335551
377,luganville,-15.5333,167.1667,26.92,82,81,1.78,VU,1734335552
378,sonoita,31.85,-112.8333,11.39,36,0,2.29,MX,1734335554
379,baruun-urt,46.6806,113.2792,-12.29,88,6,1.39,MN,1734335555
380,machali,-34.1833,-70.6667,13.27,61,0,0.94,CL,1734335556
381,lingyuan,41.24,119.4011,-2.09,43,11,0.7,CN,1734335557
382,pimentel,-6.8367,-79.9342,19.16,82,0,4.63,PE,1734335558
383,nuku'alofa,-21.1333,-175.2,25.19,83,40,3.6,TO,1734335559
384,egersund,58.4513,5.9997,7.1,77,100,10.73,NO,1734335560
385,pacific grove,36.6177,-121.9166,9.8,90,0,3.09,US,1734335561
386,nova sintra,14.8667,-24.7167,24.84,78,100,9.07,CV,1734335562
387,saint-arnoult-en-yvelines,48.5667,1.9333,8.92,95,1,3.6,FR,1734335563
388,harstad,68.799,16.5293,-3.25,94,100,4.92,NO,1734335565
389,muroto-misakicho,33.2833,134.15,12.22,60,29,6.53,JP,1734335566
390,selfoss,63.9331,-20.9971,-2.57,93,100,2.16,IS,1734335567
391,vorkuta,67.5,64.0,-19.12,99,94,4.27,RU,1734335568
392,kasongo-lunda,-6.4667,16.8167,22.46,99,100,0.28,CD,1734335569
393,bodo,67.28,14.405,-2.81,77,75,9.77,NO,1734335570
394,paramonga,-10.6667,-77.8333,19.19,91,100,2.61,PE,1734335571
395,taitung city,22.7583,121.1444,18.15,72,75,3.09,TW,1734335572
396,castelli,-25.9468,-60.6195,17.1,79,0,2.23,AR,1734335573
397,guerrero negro,27.9769,-114.0611,14.41,86,0,3.62,MX,1734335575
398,maxixe,-23.8597,35.3472,29.91,70,20,8.23,MZ,1734335576
399,dalandzadgad,43.5708,104.425,-5.94,33,100,6.18,MN,1734335577
400,arkadelphia,34.1209,-93.0538,13.87,100,100,0.0,US,1734335578
401,ulanhot,46.0833,122.0833,-10.17,51,0,3.06,CN,1734335579
402,lianhe,47.1333,129.2667,-17.37,84,79,2.66,CN,1734335580
403,kirensk,57.7853,108.1119,-20.25,100,23,1.0,RU,1734335581
404,soio,-6.1349,12.3689,28.45,76,82,1.65,AO,1734335582
405,burang,30.25,81.1667,3.9,16,0,5.46,CN,1734335583
406,lincoln city,44.9582,-124.0179,7.05,96,100,4.47,US,1734335585
407,villa gesell,-37.2639,-56.973,15.39,81,100,3.2,AR,1734335587
408,tadine,-21.55,167.8833,25.99,83,100,2.31,NC,1734335588
409,villa dolores,-31.9459,-65.1896,20.53,43,85,1.94,AR,1734335590
410,ponta delgada,37.7333,-25.6667,18.44,94,75,3.6,PT,1734335592
411,belomorsk,64.5232,34.7668,-14.03,84,100,3.17,RU,1734335593
412,baihe,22.15,107.2333,21.1,24,0,1.58,CN,1734335594
413,al kharijah,25.4514,30.5464,18.11,28,36,4.18,EG,1734335595
414,west fargo,46.875,-96.9004,-0.97,86,100,4.63,US,1734335596
415,sao gabriel da cachoeira,-0.1303,-67.0892,22.31,99,100,0.56,BR,1734335597
416,new plymouth,-39.0667,174.0833,18.78,100,2,3.85,NZ,1734335412
417,pisco,-13.7,-76.2167,19.03,77,100,2.57,PE,1734335599
418,lady frere,-31.7031,27.2329,22.71,49,93,1.92,ZA,1734335600
419,pandan,14.0453,124.1694,26.06,87,92,8.39,PH,1734335602
420,rafaela,-31.2503,-61.4867,14.44,81,0,1.66,AR,1734335603
421,dunedin,-45.8742,170.5036,11.56,65,38,1.34,NZ,1734335604
422,akureyri,65.6835,-18.0878,-5.04,93,75,2.06,IS,1734335605
423,charlestown,-32.95,151.6667,28.16,74,0,2.24,AU,1734335606
424,mili,6.0815,171.735,28.43,79,100,8.76,MH,1734335607
425,makinsk,52.6292,70.4169,-10.83,84,97,9.17,KZ,1734335608
426,buncrana,55.1333,-7.45,9.87,76,100,8.32,IE,1734335609
427,greymouth,-42.4667,171.2,11.6,86,38,4.69,NZ,1734335610
428,mermoz boabab,14.7065,-17.4758,21.88,88,0,3.09,SN,1734335612
429,kodinsk,58.6881,99.1844,-8.16,92,100,1.61,RU,1734335613
430,taoudenni,22.6783,-3.9836,16.9,22,64,7.33,ML,1734335614
431,mont-dore,-22.2833,166.5833,26.76,79,100,1.4,NC,1734335615
432,salinopolis,-0.6136,-47.3561,26.53,83,50,5.66,BR,1734335616
433,solnechnyy,50.7214,136.6319,-24.53,100,100,1.56,RU,1734335617
434,caleta de carquin,-11.0925,-77.6267,19.18,90,100,3.0,PE,1734335618
435,ibaiti,-23.8486,-50.1878,13.84,90,0,1.32,BR,1734335619
436,tarakan,3.3,117.6333,32.72,62,40,2.57,ID,1734335621
437,anniston,33.6598,-85.8316,10.6,93,100,3.6,US,1734335622
438,reggane,26.7158,0.1714,15.38,35,53,8.93,DZ,1734335623
439,waingapu,-9.6567,120.2641,28.74,77,100,4.54,ID,1734335624
440,kefamenanu,-9.4467,124.4781,26.81,78,89,1.49,ID,1734335625
441,le port,-20.9373,55.2919,30.84,69,22,0.39,RE,1734335626
442,ulsteinvik,62.3432,5.8487,6.28,66,61,4.02,NO,1734335627
443,bure,10.7,37.0667,22.66,37,55,1.98,ET,1734335628
444,chunskiy,56.0815,99.6342,-8.68,94,100,0.91,RU,1734335630
445,misantla,19.9333,-96.8333,17.74,90,13,1.97,MX,1734335631
446,smithers,54.7804,-127.1743,-5.82,86,100,1.54,CA,1734335632
447,three rivers,41.9439,-85.6325,7.06,93,100,1.54,US,1734335633
448,kendari,-3.945,122.4989,29.36,79,81,0.48,ID,1734335635
449,watford city,47.8022,-103.2832,-3.08,100,100,4.63,US,1734335636
450,rodolfo sanchez taboada,31.7167,-116.5667,13.24,60,45,1.16,MX,1734335637
451,eidson road,28.6772,-100.487,20.65,91,52,4.0,US,1734335638
452,vilyuysk,63.7553,121.6247,-32.16,99,47,2.35,RU,1734335640
453,kingston,17.997,-76.7936,25.53,89,40,5.14,JM,1734335641
454,khasab,26.1799,56.2477,19.45,48,0,5.31,OM,1734335642
455,koryazhma,61.3143,47.1691,-11.33,93,100,2.95,RU,1734335643
456,fort frances,48.5999,-93.4003,1.2,93,100,2.57,CA,1734335644
457,kindu,-2.95,25.95,23.24,96,100,1.35,CD,1734335645
458,hotan,37.0997,79.9269,-1.58,42,0,1.72,CN,1734335647
459,fort bragg,35.139,-79.006,9.91,89,100,1.54,US,1734335649
460,broken hill,-31.95,141.4333,40.89,12,49,6.39,AU,1734335650
461,san patricio,28.017,-97.5169,21.97,88,0,4.79,US,1734335651
462,deqen,29.9618,90.7188,10.5,7,0,10.57,CN,1734335652
463,sokoni,-6.4333,39.55,28.02,76,60,6.44,TZ,1734335653
464,madera,37.1666,-119.8343,9.48,84,100,1.27,US,1734335654
465,luwuk,-0.9516,122.7875,28.08,71,72,1.04,ID,1734335655
466,belyy yar,53.6039,91.3903,-9.06,86,75,0.0,RU,1734335656
467,vila franca do campo,37.7167,-25.4333,18.27,99,100,3.05,PT,1734335658
468,tippi,7.2,35.45,30.72,33,95,1.3,ET,1734335659
469,ushtobe,45.2514,77.9838,-4.36,61,27,1.71,KZ,1734335660
470,san pedro pochutla,15.7333,-96.4667,22.62,59,12,1.42,MX,1734335661
471,tynda,55.1667,124.7167,-19.32,80,20,4.1,RU,1734335662
472,siwa oasis,29.2041,25.5195,16.24,47,46,1.57,EG,1734335663
473,amurrio,43.05,-3.0,5.41,92,2,3.48,ES,1734335664
474,nieuw amsterdam,5.8833,-55.0833,24.4,90,20,3.28,SR,1734335665
475,schiffweiler,49.3667,7.1333,7.04,97,100,6.69,DE,1734335418
476,xinyuan,37.3,99.0,-0.23,9,5,1.72,CN,1734335668
477,badger,64.8,-147.5333,-21.47,80,100,2.06,US,1734335669
478,saint-pol-de-leon,48.6833,-3.9833,9.81,86,42,2.68,FR,1734335670
479,sogutlu,40.9059,30.4745,7.13,82,100,2.55,TR,1734335671
480,liberal,37.0431,-100.921,-1.92,80,0,4.12,US,1734335458
481,zaozhuang,34.8647,117.5542,7.39,31,0,1.19,CN,1734335674
482,wakkanai,45.4094,141.6739,-6.01,86,75,1.54,JP,1734335675
483,la ronge,55.1001,-105.2842,-10.86,92,100,3.09,CA,1734335676
484,coari,-4.085,-63.1414,23.22,99,99,0.98,BR,1734335679
485,airuk,7.2772,168.8203,27.99,81,91,9.07,MH,1734335680
486,bairnsdale,-37.8333,147.6167,28.63,52,70,1.41,AU,1734335681
487,inverloch,-38.6333,145.7167,30.86,38,74,4.84,AU,1734335682
488,halifax,44.6453,-63.5724,-4.19,79,11,3.04,CA,1734335683
489,olds,51.7834,-114.102,-7.09,96,100,1.76,CA,1734335685
490,sungai penuh,-2.0833,101.3833,25.71,58,38,3.02,ID,1734335686
491,usinsk,65.9939,57.5281,-22.88,99,100,4.97,RU,1734335687
492,buala,-8.145,159.5921,27.69,82,96,1.72,SB,1734335688
493,thunder bay,48.4001,-89.3168,1.99,100,100,3.6,CA,1734335689
494,malanville,11.8685,3.3899,22.22,19,28,5.39,BJ,1734335690
495,princeville,45.7668,-61.2985,-1.28,76,0,3.09,CA,1734335691
496,dauphin,51.1494,-100.0502,-3.92,100,100,3.09,CA,1734335692
497,taroa,8.7058,171.2275,27.69,84,30,10.02,MH,1734335695
498,sinan,34.8262,126.1086,6.62,55,67,6.29,KR,1734335696
499,saint-philippe,-21.3585,55.7679,26.65,76,10,6.55,RE,1734335697
500,novodvinsk,64.4165,40.8122,-17.14,99,36,1.82,RU,1734335698
501,anloga,5.7947,0.8973,28.06,73,32,2.0,GH,1734335699
502,qusmuryn,52.4503,64.6311,-6.55,86,100,10.74,KZ,1734335700
503,zabaykal'sk,49.6333,117.3167,-19.61,87,1,3.24,RU,1734335701
504,brigantine,39.4101,-74.3646,7.86,97,100,4.12,US,1734335703
505,alofi,-19.0595,-169.9187,22.94,83,9,1.03,NU,1734335704
506,dehdasht,30.7949,50.5646,13.89,18,0,1.62,IR,1734335705
507,raduzhny,62.0961,77.475,-15.55,90,100,6.31,RU,1734335706
508,zaozersk,69.4005,32.4476,-15.01,79,100,3.78,RU,1734335707
509,tari,-11.1105,14.3559,21.4,92,99,0.77,AO,1734335708
510,arua,3.0201,30.9111,28.02,44,78,3.24,UG,1734335709
511,tanaina,61.6269,-149.4281,-7.55,83,100,3.6,US,1734335710
512,mahibadhoo,3.7833,72.9667,27.3,79,100,3.61,MV,1734335712
513,burgersdorp,-30.9977,26.3286,26.17,19,20,7.15,ZA,1734335713
514,enoch,37.7733,-113.0244,-0.85,68,0,2.06,US,1734335714
515,kuta,-8.7233,115.1723,24.97,100,75,3.6,ID,1734335715
516,snovsk,51.8239,31.9428,-0.48,97,100,7.6,UA,1734335716
517,novokuybyshevsk,53.0959,49.9462,-1.19,97,100,6.18,RU,1734335717
518,fort st. john,56.2499,-120.8529,-25.06,77,40,3.09,CA,1734335718
519,pemba,-12.974,40.5178,29.36,71,58,6.0,MZ,1734335719
520,kone,-21.0595,164.8658,29.31,59,100,1.8,NC,1734335720
521,moree,-29.4667,149.85,35.57,23,41,9.62,AU,1734335722
522,hasaki,35.7333,140.8333,11.53,53,61,2.47,JP,1734335723
523,albertina,-22.2008,-46.6158,18.76,93,99,1.9,BR,1734335725
524,tazacorte,28.629,-17.9293,25.54,24,0,11.32,ES,1734335726
525,taltal,-25.4,-70.4833,16.34,89,33,0.98,CL,1734335727
526,kentville,45.0835,-64.4988,-5.86,79,7,1.54,CA,1734335728
527,plettenberg bay,-34.0527,23.3716,18.72,61,93,2.58,ZA,1734335730
528,angra do heroismo,38.65,-27.2167,16.34,94,20,1.24,PT,1734335731
529,mpanda,-6.3655,31.0409,24.96,78,94,1.43,TZ,1734335732
530,walvis bay,-22.9575,14.5053,19.86,59,0,3.5,NA,1734335733
531,general villegas,-35.0328,-63.0125,15.06,41,0,1.74,AR,1734335734
532,kenora,49.8167,-94.4337,0.54,100,100,4.12,CA,1734335735
533,aktau,43.65,51.2,3.32,77,100,14.59,KZ,1734335736
534,ibarreta,-25.2144,-59.8585,17.07,81,11,2.29,AR,1734335737
535,badagara,11.6,75.5833,28.43,52,100,3.76,IN,1734335738
536,viana do castelo,41.6932,-8.8329,8.57,69,56,4.51,PT,1734335740
537,constantia,44.1833,28.65,1.5,75,5,7.34,RO,1734335741
538,mchinji,-13.7984,32.8802,28.56,47,79,0.94,MW,1734335742
539,woodlake,37.4211,-77.6793,5.38,96,100,2.57,US,1734335743
540,sao felix do xingu,-6.6447,-51.995,21.61,98,100,0.45,BR,1734335744
541,nizhnesortymskiy,62.4397,71.7603,-21.85,94,18,6.3,RU,1734335745
542,noumea,-22.2763,166.4572,26.6,83,100,1.68,NC,1734335746
543,blenheim,-41.516,173.9528,14.73,88,99,9.53,NZ,1734335747
544,kuraymah,18.55,31.85,25.29,43,2,6.28,SD,1734335749
545,hinesville,31.8469,-81.5959,12.98,90,0,0.0,US,1734335750
546,portland,45.5234,-122.6762,7.01,92,100,4.63,US,1734334984
547,abashiri,44.0213,144.2697,-3.84,42,40,2.57,JP,1734335752
548,padampur,29.6833,73.6167,22.28,9,0,0.35,IN,1734335753
549,mindelo,16.8901,-24.9804,23.75,83,75,7.2,CV,1734335754
550,usogorsk,63.4106,48.6872,-17.33,95,100,3.47,RU,1734335755
551,barcelos,41.5388,-8.6151,5.54,76,32,3.27,PT,1734335756
552,shreveport,32.5251,-93.7502,19.12,91,75,4.12,US,1734335757
553,aliveri,38.4167,24.0333,9.67,79,100,5.68,GR,1734335759
554,sur,22.5667,59.5289,23.96,59,5,10.36,OM,1734335760
555,hurghada,27.2574,33.8129,20.02,28,0,5.14,EG,1734335761
556,zaragoza,41.6561,-0.8773,2.25,93,0,3.6,ES,1734335762
557,ad dilam,23.9915,47.1627,14.7,9,0,4.22,SA,1734335763
558,xilin hot,43.9667,116.0333,-10.25,87,11,1.0,CN,1734335764
559,rikaze,29.25,88.8833,8.14,9,0,0.24,CN,1734335765
560,kananga,-5.8958,22.4178,28.0,64,100,1.81,CD,1734335766
561,naracoorte,-36.9579,140.7383,24.34,49,11,8.7,AU,1734335769
562,dzilam gonzalez,21.2833,-88.9333,20.09,96,0,1.2,MX,1734335770
563,choma,-16.8065,26.9531,29.37,39,7,3.62,ZM,1734335771
564,glace bay,46.1969,-59.957,-1.79,82,0,2.68,CA,1734335772
565,pizarro,4.9533,-77.366,24.24,92,100,2.36,CO,1734335773
566,vetluzhskiy,58.3902,45.4654,-6.01,95,99,2.54,RU,1734335774
567,merritt,50.1123,-120.7942,-5.93,87,54,0.89,CA,1734335775
568,mikhaylovsk,45.1283,42.0256,0.12,93,100,8.0,RU,1734335693
569,mto wa mbu,-3.35,35.85,28.57,47,93,4.55,TZ,1734335778
